Company,Symbol,companyLow,companyFinal
Eyegate Pharmaceuticals ,EYEG,eyegate pharmaceuticals ,eyegate pharmaceuticals
EZchip Semiconductor ,EZCH,ezchip semiconductor ,ezchip semiconductor
EZ ,EZPW,ez ,ez
F5 Networks,FFIV,f5 networks,f5 networks
Facebook ,FB,facebook ,facebook
Fairchild Semiconductor Intl ,FCS,fairchild semiconductor intl ,fairchild semiconductor intl
FairPoint Communications ,FRP,fairpoint communications ,fairpoint communications
FalconStor Software ,FALC,falconstor software ,falconstor software
Famous Dave's of America ,DAVE,famous dave's of america ,famous dave's of
Fanhua  (ADR),FANH,fanhua  (adr),fanhua (adr)
Farmer Brothers Co,FARM,farmer brothers co,farmer brothers co
Farmers & Merchants Ban ,FMAO,farmers & merchants ban ,farmers & merchants
Farmers Capital Bank ,FFKT,farmers capital bank ,farmers capital bank
Farmers National Banc ,FMNB,farmers national banc ,farmers national banc
FARO Technologies ,FARO,faro technologies ,faro technologies
Fastenal Co,FAST,fastenal co,fastenal co
Fate Therapeutics ,FATE,fate therapeutics ,fate therapeutics
Fauquier Bankshares ,FBSS,fauquier bankshares ,fauquier bankshares
FBR & Co,FBRC,fbr & co,fbr & co
Federal Realty Investment Trust,FRT,federal realty investment trust,federal realty investment
FederalMogul Holdings LLC,FDML,federalmogul holdings llc,federalmogul holdings llc
Federated National Holding Co,FNHC,federated national holding co,federated national holding
FedEx oration,FDX,fedex oration,fedex oration
Fedfirst Financial ,FFCO,fedfirst financial ,fedfirst financial
FEI Company,FEIC,fei company,fei company
Female Health Co,FHCO,female health co,female health co
Fender Musical Instruments ,FNDR,fender musical instruments ,fender musical instruments
Fenix Parts ,FENX,fenix parts ,fenix parts
Ferroglobe ,GSM,ferroglobe ,ferroglobe
Fibrocell Science ,FCSC,fibrocell science ,fibrocell science
FibroGen ,FGEN,fibrogen ,fibrogen
Fidelity Ban  (Inactive),FSBI,fidelity ban  (inactive),fidelity ban
Fidelity NASDAQ Comp Index Trk Stk(ETF),ONEQ,fidelity nasdaq comp index trk stk(etf),fidelity nasdaq comp
Fidelity National Information Services,FIS,fidelity national information services,fidelity national information
Fidelity Southern oration,LION,fidelity southern oration,fidelity southern oration
Fidus Investment ,FDUS,fidus investment ,fidus investment
Fiesta Restaurant Group ,FRGI,fiesta restaurant group ,fiesta restaurant group
Fifth Street Asset Management ,FSAM,fifth street asset management ,fifth street asset
Fifth Street Finance ,FSC,fifth street finance ,fifth street finance
Fifth Street Senior Floating Rate ,FSFR,fifth street senior floating rate ,fifth street senior
Financial Engines ,FNGN,financial engines ,financial engines
Financial Institutions ,FISI,financial institutions ,financial institutions
Finisar oration,FNSR,finisar oration,finisar oration
Finish Line ,FINL,finish line ,finish line
Finjan Holdings ,FNJN,finjan holdings ,finjan holdings
FireEye ,FEYE,fireeye ,fireeye
First Bancshares ,FBMS,first bancshares ,first bancshares
First Bank,FRBA,first bank,first bank
First Busey oration,BUSE,first busey oration,first busey oration
First Business Financial Services ,FBIZ,first business financial services ,first business financial
First California Financial Group ,FCAL,first california financial group ,first california financial
First Capital ,FCAP,first capital ,first capital
First Capital Ban ,FCVA,first capital ban ,first capital ban
First Citizens BancShares ,FCNCA,first citizens bancshares ,first citizens bancshares
First Clover Leaf Financial ,FCLF,first clover leaf financial ,first clover leaf
First Community Bancshares ,FCBC,first community bancshares ,first community bancshares
First Community oration,FCCO,first community oration,first community oration
First Community Financial Partners ,FCFP,first community financial partners ,first community financial
First Connecticut Ban ,FBNK,first connecticut ban ,first connecticut ban
First Defiance Financial,FDEF,first defiance financial,first defiance financial
First Financial Ban,FFBC,first financial ban,first financial ban
First Financial Bankshares ,FFIN,first financial bankshares ,first financial bankshares
First Financial ,THFF,first financial ,first financial
First Financial Holdings ,FFCH,first financial holdings ,first financial holdings
FIRST FINANCIAL NORTHWEST ,FFNW,first financial northwest ,first financial northwest
First Financial Service  (KY) (Inactive),FFKY,first financial service  (ky) (inactive),first financial service
First Foundation ,FFWM,first foundation ,first foundation
First Guaranty Bancshares ,FGBI,first guaranty bancshares ,first guaranty bancshares
First Hawaiian ,FHB,first hawaiian ,first hawaiian
First Internet Ban,INBK,first internet ban,first internet ban
First Interstate Bancsystem ,FIBK,first interstate bancsystem ,first interstate bancsystem
First M & F oration,FMFC,first m & f oration,first m &
First Merchants oration,FRME,first merchants oration,first merchants oration
First MidIllinois Bancshares ,FMBH,first midillinois bancshares ,first midillinois bancshares
First Midwest Ban ,FMBI,first midwest ban ,first midwest ban
First Niagara Financial Group ,FNFG,first niagara financial group ,first niagara financial
First Northwest Ban,FNWB,first northwest ban,first northwest ban
First of Long Island ,FLIC,first of long island ,first of long
First Republic Bank,FRC,first republic bank,first republic bank
First Republic Preferred Capital oration  Preferred Stock convertible,FRCCO,first republic preferred capital oration  preferred stock convertible,first republic preferred
First Savings Financial Group ,FSFG,first savings financial group ,first savings financial
First Security Group ,FSGI,first security group ,first security group
First Solar ,FSLR,first solar ,first solar
First South Ban ,FSBK,first south ban ,first south ban
First United ,FUNC,first united ,first united
First US Bancshares ,FUSB,first us bancshares ,first us bancshares
Firstbank oration (Inactive),FBMI,firstbank oration (inactive),firstbank oration (inactive)
FirstCity Financial oration (Inactive),FCFC,firstcity financial oration (inactive),firstcity financial oration
FirstEnergy ,FE,firstenergy ,firstenergy
Firsthand Technology Value Fund ,SVVC,firsthand technology value fund ,firsthand technology value
Firstmerit ,FMER,firstmerit ,firstmerit
FirstService ,FSV,firstservice ,firstservice
Fiserv ,FISV,fiserv ,fiserv
Five Below ,FIVE,five below ,five below
Five Prime Therapeutics ,FPRX,five prime therapeutics ,five prime therapeutics
Five Star Senior Living ,FVE,five star senior living ,five star senior
Five9 ,FIVN,five9 ,five9
FleetCor Technologies ,FLT,fleetcor technologies ,fleetcor technologies
Flex ,FLEX,flex ,flex
Flex Pharma ,FLKS,flex pharma ,flex pharma
Flexion Therapeutics ,FLXN,flexion therapeutics ,flexion therapeutics
FlexShares Real Assets Allocation Index Fund,ASET,flexshares real assets allocation index fund,flexshares real assets
FlexShares STOXX Global ESG Impact Index Fund,ESGG,flexshares stoxx global esg impact index fund,flexshares stoxx global
FlexShares STOXX US ESG Impact Index Fund,ESG,flexshares stoxx us esg impact index fund,flexshares stoxx us
FlexShares Trust,MBSD,flexshares trust,flexshares trust
FlexShares US Quality Large Cap Index Fund,QLC,flexshares us quality large cap index fund,flexshares us quality
FlexShopper ,FPAY,flexshopper ,flexshopper
Flexsteel Industries ,FLXS,flexsteel industries ,flexsteel industries
FLIR Systems,FLIR,flir systems,flir systems
Flow International ,FLOW,flow international ,flow international
Flowserve oration,FLS,flowserve oration,flowserve oration
Fluidigm oration,FLDM,fluidigm oration,fluidigm oration
Flushing Financial oration,FFIC,flushing financial oration,flushing financial oration
FMC oration,FMC,fmc oration,fmc oration
FNB Ban,FNBG,fnb ban,fnb ban
Foamix Pharmaceuticals ,FOMX,foamix pharmaceuticals ,foamix pharmaceuticals
Focus Media Holding Limited (ADR) (Inactive),FMCN,focus media holding limited (adr) (inactive),focus media holding
Fogo De Chao ,FOGO,fogo de chao ,fogo de chao
Fonar oration,FONR,fonar oration,fonar oration
Food Technology Service  (Inactive),VIFL,food technology service  (inactive),food technology service
Ford Motor Company,F,ford motor company,ford motor company
Forestar Petroleum  (Inactive),CRED,forestar petroleum  (inactive),forestar petroleum
Form Holdings ,VRNG,form holdings ,form holdings
FormFactor ,FORM,formfactor ,formfactor
Formula Systems (1985)  (ADR),FORTY,formula systems (1985)  (adr),formula systems (1985)
Forrester Research ,FORR,forrester research ,forrester research
Forterra ,FRTA,forterra ,forterra
Fortinet,FTNT,fortinet,fortinet
Fortive ,FTV,fortive ,fortive
Fortress Biotech ,FBIO,fortress biotech ,fortress biotech
Fortune Brands Home & Security,FBHS,fortune brands home & security,fortune brands home
Forum Merger ,FMCIU,forum merger ,forum merger
Forum Merger oration,FMCI,forum merger oration,forum merger oration
Forward Air oration,FWRD,forward air oration,forward air oration
Forward Industries ,FORD,forward industries ,forward industries
Forward Pharma A/S,FWP,forward pharma a/s,forward pharma a/s
Fossil Group ,FOSL,fossil group ,fossil group
Foster Wheeler AG,FWLT,foster wheeler ag,foster wheeler ag
Foundation Medicine ,FMI,foundation medicine ,foundation medicine
Fox Chase Ban ,FXCB,fox chase ban ,fox chase ban
Fox Factory Holding ,FOXF,fox factory holding ,fox factory holding
Francesca's Holdings ,FRAN,francesca's holdings ,francesca's holdings
Franklin Electric Co,FELE,franklin electric co,franklin electric co
Franklin Financial ,FRNK,franklin financial ,franklin financial
Franklin Resources,BEN,franklin resources,franklin resources
Fred's ,FRED,fred's ,fred's
Freeport-McMoRan ,FCX,freeport-mcmoran ,freeport-mcmoran
FreightCar America ,RAIL,freightcar america ,freightcar america
Frequency Electronics ,FEIM,frequency electronics ,frequency electronics
Freshpet ,FRPT,freshpet ,freshpet
FRONTEO  (ADR),FTEO,fronteo  (adr),fronteo (adr)
Frozen Food Express Industries  (Inactive),FFEX,frozen food express industries  (inactive),frozen food express
FRP Holdings   Common Stock ExDistribution When Issued,FRPHV,frp holdings   common stock exdistribution when issued,frp holdings
FS Ban ,FSBW,fs ban ,fs ban
FSB Ban ,FSBC,fsb ban ,fsb ban
FTD Companies ,FTD,ftd companies ,ftd companies
Fuel Systems Solutions ,FSYS,fuel systems solutions ,fuel systems solutions
Fuel Tech ,FTEK,fuel tech ,fuel tech
FuelCell Energy ,FCEL,fuelcell energy ,fuelcell energy
Fujifilm Sonosite  (Inactive),SONO,fujifilm sonosite  (inactive),fujifilm sonosite
Fulgent Genetics ,FLGT,fulgent genetics ,fulgent genetics
Fuling Global ,FORK,fuling global ,fuling global
Full Circle Capital ,FULL,full circle capital ,full circle capital
Full House Resorts ,FLL,full house resorts ,full house resorts
Full Spectrum ,FMAX,full spectrum ,full spectrum
Fulton Financial ,FULT,fulton financial ,fulton financial
FunctionX ,FNCX,functionx ,functionx
Fundtech  (Inactive),FNDT,fundtech  (inactive),fundtech (inactive)
Funtalk China Holdings  (Inactive),FTLK,funtalk china holdings  (inactive),funtalk china holdings
Furiex Pharmaceuticals  (Inactive),FURX,furiex pharmaceuticals  (inactive),furiex pharmaceuticals
Fushi Copperweld  (Inactive),FSIN,fushi copperweld  (inactive),fushi copperweld
Fusion Telecommunications Int'l ,FSNN,fusion telecommunications int'l ,fusion telecommunications int'l
Fusionstorm Global ,FSTM,fusionstorm global ,fusionstorm global
Future Fintech Group ,FTFT,future fintech group ,future fintech group
Fuwei Films (Holdings) Co ,FFHL,fuwei films (holdings) co ,fuwei films (holdings)
G WilliFood International ,WILC,g willifood international ,g willifood international
G&K Services ,GK,g&k services ,g&k services
G1 Therapeutics ,GTHX,g1 therapeutics ,g1 therapeutics
Gaia ,GAIA,gaia ,gaia
Galapagos NV (ADR),GLPG,galapagos nv (adr),galapagos nv (adr)
Galena Biopharma ,GALE,galena biopharma ,galena biopharma
Galmed Pharmaceuticals ,GLMD,galmed pharmaceuticals ,galmed pharmaceuticals
Gaming and Leisure Properties ,GLPI,gaming and leisure properties ,gaming and leisure
Gaming Partners International ,GPIC,gaming partners international ,gaming partners international
Gap ,GPS,gap ,gap
Garmin Ltd,GRMN,garmin ltd,garmin ltd
Garrison Capital ,GARS,garrison capital ,garrison capital
Gartner ,IT,gartner ,gartner
GC Aesthetics ,GCAA,gc aesthetics ,gc aesthetics
GCT Semiconductor ,GCTS,gct semiconductor ,gct semiconductor
GDC Technology ,GDCT,gdc technology ,gdc technology
GDS Holdings   ADR,GDS,gds holdings   adr,gds holdings
Geeknet ,GKNT,geeknet ,geeknet
Gelesis ,GLSS,gelesis ,gelesis
Gemphire Therapeutics ,GEMP,gemphire therapeutics ,gemphire therapeutics
Gencor Industries  (DE),GENC,gencor industries  (de),gencor industries
General Communication ,GNCMA,general communication ,general communication
General Dynamics,GD,general dynamics,general dynamics
General Electric,GE,general electric,general electric
General Mills,GIS,general mills,general mills
General Motors,GM,general motors,general motors
Genetic Technologies Limited (ADR),GENE,genetic technologies limited (adr),genetic technologies limited
Genius Brands International ,GNUS,genius brands international ,genius brands international
GenMark Diagnostics ,GNMK,genmark diagnostics ,genmark diagnostics
Genocea Biosciences ,GNCA,genocea biosciences ,genocea biosciences
Genomic Health ,GHDX,genomic health ,genomic health
Gensight Biologics SA (ADR),GNST,gensight biologics sa (adr),gensight biologics sa
Gentex oration,GNTX,gentex oration,gentex oration
Gentherm ,THRM,gentherm ,gentherm
Gentiva Health Services ,GTIV,gentiva health services ,gentiva health services
Genuine Parts,GPC,genuine parts,genuine parts
GenVec ,GNVC,genvec ,genvec
GeoEye  (Inactive),GEOY,geoeye  (inactive),geoeye (inactive)
GeoResources  (Inactive),GEOI,georesources  (inactive),georesources (inactive)
Georgetown Ban  (MD),GTWN,georgetown ban  (md),georgetown ban
Geospace Technologies oration,GEOS,geospace technologies oration,geospace technologies oration
German American Ban ,GABC,german american ban ,german american ban
Geron oration,GERN,geron oration,geron oration
Gevo ,GEVO,gevo ,gevo
Gibraltar Industries ,ROCK,gibraltar industries ,gibraltar industries
GigaMedia Limited,GIGM,gigamedia limited,gigamedia limited
Gigatronics orporated,GIGA,gigatronics orporated,gigatronics orporated
GIII Apparel Group ,GIII,giii apparel group ,giii apparel group
Gilat Satellite Networks ,GILT,gilat satellite networks ,gilat satellite networks
Gilead Sciences,GILD,gilead sciences,gilead sciences
Given Imaging ,GIVN,given imaging ,given imaging
Glacier Ban ,GBCI,glacier ban ,glacier ban
Gladstone Commercial ,GOODN,gladstone commercial ,gladstone commercial
Gladstone Land ,LAND,gladstone land ,gladstone land
Gladstone Land oration  6375% Series A Cumulative Term Preferred Stock,LANDP,gladstone land oration  6375% series a cumulative term preferred stock,gladstone land oration
Glen Burnie Ban,GLBZ,glen burnie ban,glen burnie ban
Global Blood Therapeutics ,GBT,global blood therapeutics ,global blood therapeutics
Global Brokerage ,GLBR,global brokerage ,global brokerage
Global Eagle Entertainment ,ENT,global eagle entertainment ,global eagle entertainment
Global Education & Technology Group(ADR),GEDU,global education & technology group(adr),global education &
Global Indemnity ,GBLI,global indemnity ,global indemnity
Global Market Group ,GMC,global market group ,global market group
Global Payments ,GPN,global payments ,global payments
Global Self Storage ,SELF,global self storage ,global self storage
